MANDT	BANKS	BANKL	BANKN	BKONT	IBAN	VALID_FROM
100	DE	90021861	4008211735		DE62900218614008211735	20230718
100	DE	90803966	3677453754		DE95908039663677453754	20220905
100	DE	91020662	5709925846		DE76910206625709925846	20230809
100	DE	91189360	8987550261		DE76911893608987550261	20201229
100	DE	91666293	7900691523		DE94916662937900691523	20191225
100	DE	93071742	7390319026		DE35930717427390319026	20231117
100	DE	93299021	0195016001		DE17932990210195016001	20190322
100	DE	94175364	9662465236		DE70941753649662465236	20231106
100	DE	94784022	7892749116		DE79947840227892749116	20230715
100	DE	95767880	0599788316		DE06957678800599788316	20211110
100	DE	96293169	8752285212		DE98962931698752285212	20200416
100	DE	96545730	0232491115		DE79965457300232491115	20231127
100	DE	97110804	9929490201		DE44971108049929490201	20210122
100	DE	97289186	1189714335		DE42972891861189714335	20220806
100	DE	98201790	3850973145		DE96982017903850973145	20190606
100	DE	99026528	4335982944		DE30990265284335982944	20210127
100	IT	6394104352	380927483978		IT11J6394104352380927483978	20231118
100	IT	6954313475	092361442795		IT13L6954313475092361442795	20210522
100	NL	UHYZ	6641743968		NL06UHYZ6641743968	20240423
